ID,WHOID,WHATId,SUBJECT,ACTIVITYDATE,STATUS,PRIORITY,ISHIGHPRIORITY,OWNERID,DESCRIPTION,ISDELETED,ACCOUNTID,ISCLOSED,CREATEDDATE,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,ISARCHIVED,CALLDURATIONINSECONDS,CALLTYPE,CALLDISPOSITION,CALLOBJECT,REMINDERDATETIME,ISREMINDERSET,RECURRENCEACTIVITYID,ISRECURRENCE,RECURRENCESTARTDATEONLY,RECURRENCEENDDATEONLY,RECURRENCETIMEZONESIDKEY,RECURRENCETYPE,RECURRENCEINTERVAL,RECURRENCEDAYOFWEEKMASK,RECURRENCEDAYOFMONTH,RECURRENCEINSTANCE,RECURRENCEMONTHOFYEAR,RECURRENCEREGENERATEDTYPE,TASKSUBTYPE,DISPOSITION__C,INCONTACT_CONTACT_ID__C,SKILL_NAME__C,TEAM_NAME__C,ANI__C,AGENT_NAME__C,CALLBACK_TIME__C,CALL_DIRECTION__C,CALL_DURATION_IN_SECONDS__C,CALL_START_DATE_AND_TIME__C,CALL_END_DATE_AND_TIME__C,COMMITMENT_AMOUNT__C,CUSTOM_VALUE_1__C,CUSTOM_VALUE_2__C,DNIS__C,SECONDARY_DISPOSITION__C,TAGS__C
,,500R0000009v94lIAA,Product Inquiry,,Completed,Medium,,0054P00000Av1QfQAJ,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,,,,2018-11-15T19:13:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84293425004,Chimerical Auto Workitem,Auto Agent,447-727-7513,Peter Parker,,Inbound,178,2018-11-15T19:13:45Z,,,Chat,,817-925-8910,Marketing,Fall Campaign
,,500R0000009v94mIAA,Product Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,,,,2019-02-09T20:30:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84319574584,Cable TV Issues,Auto Agent,454-125-1509,Peter Parker,,Outbound,107,2019-02-09T20:30:39Z,,,Call,,363-757-7118,Research and Development,Hot Lead
,,500R0000009v94nIAA,Product Support,,Completed,Medium,,0054P00000Av1QGQAZ,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,,,,2019-01-14T05:35:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84341024940,Chimerical Auto Workitem,Cable TV Support,772-242-2486,Clint Barton,,Outbound,261,2019-01-14T05:35:31Z,,,WorkItem,,408-924-1864,Business Development,Spring Campaign
,,500R0000009v94oIAA,Known Issue,,Completed,Low,,0054P00000Av1QzQAJ,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,,,,2019-04-27T23:14:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84354011154,Cable TV Issues,Cable TV Support,115-859-8903,Wade Wilson,,Outbound,98,2019-04-27T23:14:49Z,,,Call,,158-812-0803,Human Resources,Upgrade
,,500R0000009v94pIAA,Known Issue,,Completed,Medium,,0054P00000Av1QfQAJ,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,,,,2019-03-21T18:18:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84369805159,Chimerical Auto Workitem,Auto Agent,916-430-9038,Justin Case,,Inbound,143,2019-03-21T18:18:32Z,,,Email,,837-680-8296,Human Resources,New Product
,,500R0000009v94qIAA,General Inquiry,,Completed,Low,,0054P00000Av1QLQAZ,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,,,,2019-01-09T12:01:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84377185489,Chimerical Auto Inbound,Auto Agent,923-921-9123,Luke Cage,,Inbound,125,2019-01-09T12:01:26Z,,,Call,,861-364-0224,Legal,Hot Lead
,,500R0000009v94rIAA,Product Inquiry,,Completed,Low,,0054P00000Av1QuQAJ,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,,,,2019-07-10T03:04:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84381229496,Router Issues,Sales,514-658-2890,Luke Cage,,Inbound,187,2019-07-10T03:04:30Z,,,Email,,131-791-3785,Human Resources,Fall Campaign
,,500R0000009v94sIAA,Product Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,,,,2019-08-03T14:52:27.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84384379310,Chimerical Auto Outbound,Auto Agent,732-344-7752,Charles Xavier,,Inbound,221,2019-08-03T14:52:27Z,,,WorkItem,,925-467-7433,Human Resources,Known Issue
,,500R0000009v94tIAA,Product Support,,Completed,High,,0054P00000Av1QGQAZ,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,,,,2019-05-12T17:57:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84392299599,Chimerical Auto Workitem,Cable TV Support,682-280-8692,Wade Wilson,,Inbound,176,2019-05-12T17:57:01Z,,,Call,,271-969-8949,Marketing,Fall Campaign
,,500R0000009v94uIAA,Product Inquiry,,Completed,Medium,,0054P00000Av1QfQAJ,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,,,,2019-01-21T08:18:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84406437046,Router Issues,Auto Agent,458-116-3616,Steve Rogers,,Inbound,189,2019-01-21T08:18:03Z,,,Email,,405-765-8625,Support,Fall Campaign
,,500R0000009v94vIAA,Product Problem,,Completed,High,,0054P00000Av1QkQAJ,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,,,,2019-07-07T02:58:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84412037903,Chimerical Auto Outbound,Sales,544-789-2913,Justin Case,,Outbound,248,2019-07-07T02:58:12Z,,,Email,,387-778-3763,Sales,Upgrade
,,500R0000009v94wIAA,General Inquiry,,Completed,Medium,,0054P00000Av1PrQAJ,dapibus duis at velit eu est congue elementum in hac habitasse,,,,2019-07-01T20:38:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84413975761,Cable TV Issues,Sales,837-555-4771,Peter Parker,,Outbound,133,2019-07-01T20:38:29Z,,,WorkItem,,917-140-8423,Training,Known Issue
,,500R0000009v94xIAA,General Inquiry,,Completed,High,,0054P00000Av1QzQAJ,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,,,,2019-09-10T21:29:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84418436825,Cable TV Issues,Router Support,830-591-9695,Clint Barton,,Inbound,282,2019-09-10T21:29:34Z,,,Email,,762-294-2466,Services,Fall Campaign
,,500R0000009v94yIAA,Known Issue,,Completed,Medium,,0054P00000Av1QkQAJ,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,,,,2019-09-20T18:43:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84424266345,Chimerical Auto Workitem,Router Support,461-142-3800,Clint Barton,,Outbound,254,2019-09-20T18:43:59Z,,,WorkItem,,920-347-6771,Research and Development,Spring Campaign
,,500R0000009v94zIAA,Product Support,,Completed,High,,0054P00000Av1R4QAJ,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,,,,2019-04-17T16:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84435833507,Chimerical Auto Workitem,Sales,550-754-0344,Steve Rogers,,Outbound,120,2019-04-17T16:42:14Z,,,Call,,199-922-5435,Training,Known Issue
,,500R0000009v950IAA,Known Issue,,Completed,Low,,0054P00000Av1QaQAJ,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,,,,2018-11-27T12:12:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84465444767,Chimerical Auto Workitem,Auto Agent,658-474-4266,Luke Cage,,Outbound,114,2018-11-27T12:12:10Z,,,WorkItem,,102-270-4849,Business Development,Upgrade
,,500R0000009v951IAA,Product Problem,,Completed,Medium,,0054P00000Av1QzQAJ,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,,,,2019-04-16T03:13:51.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84468303070,Chimerical Auto Inbound,Cable TV Support,934-122-7684,Charles Xavier,,Inbound,258,2019-04-16T03:13:51Z,,,Email,,938-118-3478,Legal,New Product
,,500R0000009v952IAA,Product Support,,Completed,Medium,,0054P00000Av1QkQAJ,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,,,,2019-07-13T13:27:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84492955760,Chimerical Auto Workitem,Cable TV Support,280-601-3301,Luke Cage,,Outbound,261,2019-07-13T13:27:48Z,,,WorkItem,,599-981-3712,Accounting,New Product
,,500R0000009v953IAA,Known Issue,,Completed,Low,,0054P00000Av1QLQAZ,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,,,,2019-08-30T17:06:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84496328510,Chimerical Auto Inbound,Sales,803-469-1040,Wade Wilson,,Inbound,252,2019-08-30T17:06:46Z,,,Email,,290-404-6393,Sales,Upgrade
,,500R0000009v954IAA,Product Support,,Completed,Medium,,0054P00000Av1QaQAJ,morbi a ipsum integer a nibh in quis justo maecenas,,,,2019-03-01T07:51:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84498099010,Broadband Sales,Router Support,121-799-6431,Justin Case,,Inbound,130,2019-03-01T07:51:34Z,,,Chat,,380-994-0146,Services,New Product
,,500R0000009v955IAA,Product Problem,,Completed,High,,0054P00000Av1QGQAZ,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,,,,2019-06-20T01:25:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84499047801,Router Issues,Cable TV Support,506-212-9114,Luke Cage,,Inbound,187,2019-06-20T01:25:26Z,,,Call,,855-313-4675,Marketing,Hot Lead
,,500R0000009v956IAA,Product Problem,,Completed,Low,,0054P00000Av1QfQAJ,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,,,,2018-12-14T00:17:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84507431931,Chimerical Auto Workitem,Sales,681-590-3885,Tony Stark,,Outbound,238,2018-12-14T00:17:02Z,,,Call,,696-359-8985,Business Development,Fall Campaign
,,500R0000009v957IAA,General Inquiry,,Completed,High,,0054P00000Av1QuQAJ,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,,,,2019-05-14T04:37:16.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84512662820,Chimerical Auto Outbound,Cable TV Support,676-815-9970,Tony Stark,,Outbound,197,2019-05-14T04:37:16Z,,,Email,,545-764-0088,Training,Upgrade
,,500R0000009v958IAA,Product Inquiry,,Completed,Low,,0054P00000Av1QLQAZ,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,,,,2018-11-07T02:54:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84516170268,Chimerical Auto Outbound,Auto Agent,508-327-8610,Clint Barton,,Inbound,240,2018-11-07T02:54:17Z,,,WorkItem,,953-660-5607,Marketing,Fall Campaign
,,500R0000009v959IAA,Product Support,,Completed,Medium,,0054P00000Av1QaQAJ,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,,,,2018-12-26T00:07:50.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84522632475,Chimerical Auto Inbound,Sales,506-900-4162,Wade Wilson,,Inbound,252,2018-12-26T00:07:50Z,,,Email,,681-600-7057,Research and Development,Fall Campaign
,,500R0000009v95AIAQ,Product Inquiry,,Completed,Low,,0054P00000Av1R4QAJ,venenatis lacinia aenean sit amet justo morbi ut odio cras,,,,2019-10-10T14:03:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84526390476,Chimerical Auto Outbound,Router Support,612-205-6200,Luke Cage,,Inbound,223,2019-10-10T14:03:23Z,,,Chat,,606-661-0065,Product Management,Spring Campaign
,,500R0000009v95BIAQ,General Inquiry,,Completed,High,,0054P00000Av1QaQAJ,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,,,,2019-02-15T03:44:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84534431816,Cable TV Issues,Cable TV Support,802-143-7274,Bruce Banner,,Outbound,91,2019-02-15T03:44:48Z,,,Call,,100-181-1393,Training,Upgrade
,,500R0000009v95CIAQ,Product Inquiry,,Completed,High,,0054P00000Av1R4QAJ,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,,,,2019-05-04T20:43:42.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84545460717,Chimerical Auto Workitem,Cable TV Support,608-832-3157,Tony Stark,,Outbound,137,2019-05-04T20:43:42Z,,,Call,,652-707-9253,Accounting,Fall Campaign
,,500R0000009v95DIAQ,Known Issue,,Completed,Low,,0054P00000Av1PrQAJ,sem praesent id massa id nisl venenatis lacinia aenean sit,,,,2019-03-31T05:06:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84554891680,Broadband Sales,Cable TV Support,899-909-8026,Luke Cage,,Outbound,263,2019-03-31T05:06:21Z,,,Chat,,700-514-7769,Engineering,Fall Campaign
,,500R0000009v95EIAQ,Product Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,,,,2018-10-26T20:22:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84559154641,Router Issues,Auto Agent,183-431-0430,Wade Wilson,,Outbound,220,2018-10-26T20:22:29Z,,,Email,,516-929-9498,Training,Fall Campaign
,,500R0000009v95FIAQ,Product Support,,Completed,Low,,0054P00000Av1QkQAJ,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,,,,2019-02-14T11:43:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84565369391,Cable TV Issues,Auto Agent,207-709-0180,Justin Case,,Inbound,207,2019-02-14T11:43:53Z,,,Email,,971-709-6205,Research and Development,Upgrade
,,500R0000009v95GIAQ,Product Problem,,Completed,Medium,,0054P00000Av1QLQAZ,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,,,,2018-11-12T15:25:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84582291141,Chimerical Auto Workitem,Auto Agent,658-845-8089,Luke Cage,,Outbound,63,2018-11-12T15:25:32Z,,,Call,,826-313-3479,Research and Development,Known Issue
,,500R0000009v95HIAQ,Known Issue,,Completed,High,,0054P00000Av1QaQAJ,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,,,,2019-03-15T11:39:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84621145934,Router Issues,Sales,924-851-1714,Wade Wilson,,Outbound,135,2019-03-15T11:39:30Z,,,Email,,946-770-4591,Legal,Fall Campaign
,,500R0000009v95IIAQ,General Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,,,,2018-11-26T18:24:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84625691269,Cable TV Issues,Sales,822-988-5034,Wade Wilson,,Inbound,211,2018-11-26T18:24:29Z,,,Email,,526-682-3158,Services,Spring Campaign
,,500R0000009v95JIAQ,Product Inquiry,,Completed,High,,0054P00000Av1QfQAJ,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,,,,2018-11-30T16:09:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84640686457,Chimerical Auto Workitem,Sales,126-456-8043,Tony Stark,,Outbound,286,2018-11-30T16:09:46Z,,,WorkItem,,290-785-5647,Marketing,Upgrade
,,500R0000009v95KIAQ,Product Support,,Completed,Medium,,0054P00000Av1QzQAJ,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,,,,2019-03-26T01:36:40.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84647820651,Chimerical Auto Workitem,Sales,521-249-2988,Luke Cage,,Inbound,285,2019-03-26T01:36:40Z,,,Email,,121-856-4780,Marketing,Spring Campaign
,,500R0000009v95LIAQ,Product Support,,Completed,Low,,0054P00000Av1QkQAJ,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,,,,2019-04-07T04:24:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84666269256,Chimerical Auto Inbound,Auto Agent,582-681-7802,Charles Xavier,,Outbound,243,2019-04-07T04:24:53Z,,,Chat,,323-350-8344,Services,Known Issue
,,500R0000009v95MIAQ,Product Problem,,Completed,High,,0054P00000Av1QzQAJ,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,,,,2019-03-20T05:26:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84669708204,Broadband Sales,Router Support,816-252-3540,Tony Stark,,Inbound,119,2019-03-20T05:26:08Z,,,Chat,,492-887-4261,Engineering,Known Issue
,,500R0000009v95NIAQ,General Inquiry,,Completed,High,,0054P00000Av1PrQAJ,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,,,,2019-09-09T14:33:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84672598920,Broadband Sales,Sales,763-299-7940,Luke Cage,,Outbound,248,2019-09-09T14:33:17Z,,,Chat,,404-534-7681,Training,New Product
,,500R0000009v95OIAQ,Product Problem,,Completed,Low,,0054P00000Av1QLQAZ,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,,,,2019-03-13T03:07:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84674986430,Chimerical Auto Workitem,Sales,193-373-7909,Peter Parker,,Outbound,103,2019-03-13T03:07:18Z,,,Chat,,415-479-7104,Engineering,Spring Campaign
,,500R0000009v95PIAQ,Product Problem,,Completed,High,,0054P00000Av1QfQAJ,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,,,,2019-02-27T11:28:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84675933287,Chimerical Auto Inbound,Router Support,750-238-3545,Luke Cage,,Outbound,233,2019-02-27T11:28:07Z,,,Email,,732-930-7730,Legal,Upgrade
,,500R0000009v95QIAQ,Product Support,,Completed,High,,0054P00000Av1PrQAJ,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,,,,2018-12-25T13:50:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84690639761,Chimerical Auto Outbound,Auto Agent,496-885-8285,Clint Barton,,Outbound,188,2018-12-25T13:50:31Z,,,Email,,297-149-3776,Human Resources,Upgrade
,,500R0000009v95RIAQ,Product Support,,Completed,High,,0054P00000Av1QLQAZ,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,,,,2019-04-16T05:29:16.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84691103327,Chimerical Auto Inbound,Auto Agent,948-703-9213,Luke Cage,,Outbound,205,2019-04-16T05:29:16Z,,,WorkItem,,244-966-3321,Engineering,Hot Lead
,,500R0000009v95SIAQ,General Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,,,,2018-11-26T12:44:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84710622526,Cable TV Issues,Cable TV Support,549-572-3047,Justin Case,,Inbound,78,2018-11-26T12:44:49Z,,,Chat,,540-681-4666,Support,Upgrade
,,500R0000009v95TIAQ,Product Support,,Completed,High,,0054P00000Av1QLQAZ,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,,,,2019-05-16T03:15:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84729455011,Router Issues,Cable TV Support,601-918-2090,Tony Stark,,Outbound,81,2019-05-16T03:15:09Z,,,Chat,,359-614-6128,Services,New Product
,,500R0000009v95UIAQ,Known Issue,,Completed,Low,,0054P00000Av1R4QAJ,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,,,,2019-06-24T07:52:40.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84737240157,Chimerical Auto Inbound,Cable TV Support,396-696-6583,Charles Xavier,,Outbound,214,2019-06-24T07:52:40Z,,,Call,,432-943-0750,Business Development,New Product
,,500R0000009v95VIAQ,Product Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,,,,2019-09-16T03:07:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84740170036,Chimerical Auto Inbound,Sales,524-131-0205,Tony Stark,,Outbound,49,2019-09-16T03:07:59Z,,,Email,,253-201-5338,Engineering,Fall Campaign
,,500R0000009v95WIAQ,Product Problem,,Completed,High,,0054P00000Av1QzQAJ,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,,,,2019-02-22T00:46:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84746163581,Chimerical Auto Workitem,Cable TV Support,412-419-4763,Steve Rogers,,Inbound,261,2019-02-22T00:46:10Z,,,Call,,106-772-4817,Legal,Known Issue
,,500R0000009v95XIAQ,Known Issue,,Completed,Low,,0054P00000Av1QkQAJ,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,,,,2019-05-07T07:36:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84747888517,Chimerical Auto Inbound,Auto Agent,707-906-1778,Steve Rogers,,Inbound,218,2019-05-07T07:36:12Z,,,Call,,258-885-0199,Legal,Spring Campaign
,,500R0000009v95YIAQ,Product Support,,Completed,Low,,0054P00000Av1R4QAJ,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,,,,2019-04-02T00:12:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84751879799,Chimerical Auto Workitem,Auto Agent,593-253-3549,Justin Case,,Inbound,92,2019-04-02T00:12:19Z,,,Chat,,426-244-7545,Human Resources,Hot Lead
,,500R0000009v95ZIAQ,General Inquiry,,Completed,Low,,0054P00000Av1QGQAZ,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,,,,2019-05-25T02:29:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84781565072,Router Issues,Sales,484-314-2616,Peter Parker,,Outbound,212,2019-05-25T02:29:09Z,,,WorkItem,,605-400-6689,Human Resources,Known Issue
,,500R0000009v95aIAA,Product Support,,Completed,Medium,,0054P00000Av1QzQAJ,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,,,,2019-02-04T20:28:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84789421850,Chimerical Auto Outbound,Router Support,782-744-5254,Clint Barton,,Inbound,156,2019-02-04T20:28:14Z,,,Chat,,789-765-8725,Engineering,Fall Campaign
,,500R0000009v98pIAA,Product Problem,,Completed,High,,0054P00000Av1PrQAJ,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,,,,2018-11-21T04:28:04.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84792561471,Chimerical Auto Inbound,Auto Agent,255-579-7153,Luke Cage,,Inbound,194,2018-11-21T04:28:04Z,,,Call,,189-247-2873,Sales,Hot Lead
,,500R0000009v98qIAA,Product Inquiry,,Completed,Medium,,0054P00000Av1QkQAJ,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,,,,2018-11-06T20:24:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84800199552,Broadband Sales,Auto Agent,476-770-1587,Charles Xavier,,Inbound,232,2018-11-06T20:24:34Z,,,Call,,567-952-2661,Business Development,Upgrade
,,500R0000009v98rIAA,Known Issue,,Completed,Low,,0054P00000Av1QkQAJ,sapien cursus vestibulum proin eu mi nulla ac enim in,,,,2019-04-06T19:11:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84804034037,Chimerical Auto Outbound,Router Support,984-183-6484,Justin Case,,Outbound,240,2019-04-06T19:11:39Z,,,Call,,370-630-8092,Accounting,New Product
,,500R0000009v98sIAA,Product Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,,,,2018-10-27T12:45:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84808403997,Router Issues,Router Support,118-289-6172,Luke Cage,,Inbound,68,2018-10-27T12:45:17Z,,,WorkItem,,997-659-2471,Sales,Known Issue
,,500R0000009v98tIAA,Product Inquiry,,Completed,High,,0054P00000Av1R4QAJ,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,,,,2018-12-15T20:42:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84815604861,Chimerical Auto Inbound,Sales,269-480-7317,Peter Parker,,Outbound,138,2018-12-15T20:42:31Z,,,Call,,941-331-0774,Sales,New Product
,,500R0000009v98uIAA,Product Problem,,Completed,Medium,,0054P00000Av1QaQAJ,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,,,,2018-12-23T04:58:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84820909536,Chimerical Auto Outbound,Cable TV Support,859-129-6135,Steve Rogers,,Inbound,164,2018-12-23T04:58:38Z,,,Call,,269-337-1587,Product Management,Spring Campaign
,,500R0000009v98vIAA,Product Support,,Completed,Low,,0054P00000Av1QuQAJ,in sagittis dui vel nisl duis ac nibh fusce lacus,,,,2019-06-21T07:41:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84823620755,Chimerical Auto Workitem,Cable TV Support,788-597-4831,Charles Xavier,,Outbound,224,2019-06-21T07:41:48Z,,,Call,,942-123-6133,Marketing,Hot Lead
