ID,WHOID,WHATId,SUBJECT,ACTIVITYDATE,STATUS,PRIORITY,ISHIGHPRIORITY,OWNERID,DESCRIPTION,ISDELETED,ACCOUNTID,ISCLOSED,CREATEDDATE,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,ISARCHIVED,CALLDURATIONINSECONDS,CALLTYPE,CALLDISPOSITION,CALLOBJECT,REMINDERDATETIME,ISREMINDERSET,RECURRENCEACTIVITYID,ISRECURRENCE,RECURRENCESTARTDATEONLY,RECURRENCEENDDATEONLY,RECURRENCETIMEZONESIDKEY,RECURRENCETYPE,RECURRENCEINTERVAL,RECURRENCEDAYOFWEEKMASK,RECURRENCEDAYOFMONTH,RECURRENCEINSTANCE,RECURRENCEMONTHOFYEAR,RECURRENCEREGENERATEDTYPE,TASKSUBTYPE,DISPOSITION__C,INCONTACT_CONTACT_ID__C,SKILL_NAME__C,TEAM_NAME__C,ANI__C,AGENT_NAME__C,CALLBACK_TIME__C,CALL_DIRECTION__C,CALL_DURATION_IN_SECONDS__C,CALL_START_DATE_AND_TIME__C,CALL_END_DATE_AND_TIME__C,COMMITMENT_AMOUNT__C,CUSTOM_VALUE_1__C,CUSTOM_VALUE_2__C,DNIS__C,SECONDARY_DISPOSITION__C,TAGS__C
,,50055000007On0jAAC,Product Support,,Completed,Low,,0054P00000Av1R4QAJ,id pretium iaculis diam erat fermentum justo nec condimentum neque,,0014P0000278mPMQAY,,2018-11-20T06:23:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,12999416250,Router Issues,Auto Agent,939-776-3995,Wade Wilson,,Inbound,1959,2018-11-20T06:23:18Z,,,Call,,822-529-1745,Accounting,Spring Campaign
,,50055000007On0kAAC,Product Support,,Completed,High,,0054P00000Av1R4QAJ,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,,0014P0000278mPMQAY,,2019-03-22T17:00:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,16078438185,Cable TV Issues,Sales,811-697-2929,Luke Cage,,Outbound,265,2019-03-22T17:00:20Z,,,Email,,967-869-9958,Product Management,Upgrade
,,50055000007On0lAAC,Known Issue,,Completed,Low,,0054P00000Av1QGQAZ,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,,0014P0000278mJGQAY,,2018-11-07T07:21:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14755396795,Chimerical Auto Workitem,Sales,567-803-1990,Charles Xavier,,Outbound,1719,2018-11-07T07:21:49Z,,,Chat,,686-128-4217,Marketing,Fall Campaign
,,50055000007On0mAAC,Known Issue,,Completed,Low,,0054P00000Av1QaQAJ,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,,0014P0000278mN9QAI,,2018-12-12T11:55:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,14654564758,Chimerical Auto Inbound,Router Support,401-362-0000,Bruce Banner,,Inbound,653,2018-12-12T11:55:23Z,,,Email,,736-148-2329,Support,New Product
,,50055000007On0nAAC,Product Problem,,Completed,High,,0054P00000Av1QkQAJ,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,,0014P0000278mS9QAI,,2018-12-19T00:15:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,16307159911,Chimerical Auto Inbound,Auto Agent,866-277-3434,Justin Case,,Inbound,2079,2018-12-19T00:15:19Z,,,Email,,836-522-4241,Human Resources,Hot Lead
,,50055000007On0oAAC,General Inquiry,,Completed,High,,0054P00000Av1QkQAJ,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,,0014P0000278mN9QAI,,2019-06-28T00:17:44.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13377726199,Broadband Sales,Cable TV Support,485-801-2462,Steve Rogers,,Inbound,598,2019-06-28T00:17:44Z,,,Call,,448-136-5709,Training,Upgrade
,,50055000007On0pAAC,Known Issue,,Completed,High,,0054P00000Av1QzQAJ,lacinia sapien quis libero nullam sit amet turpis elementum ligula,,0014P0000278mS9QAI,,2019-04-20T12:26:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,17250424305,Broadband Sales,Router Support,464-531-9951,Justin Case,,Inbound,1072,2019-04-20T12:26:55Z,,,Call,,692-533-4596,Support,Upgrade
,,50055000007On0qAAC,General Inquiry,,Completed,High,,0054P00000Av1QfQAJ,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,,0014P0000278mVxQAI,,2018-11-24T04:24:36.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,16064893473,Chimerical Auto Outbound,Cable TV Support,372-882-8349,Clint Barton,,Outbound,372,2018-11-24T04:24:36Z,,,WorkItem,,236-689-3962,Training,Upgrade
,,50055000007On0rAAC,Product Inquiry,,Completed,High,,0054P00000Av1QfQAJ,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,,0014P0000278mVxQAI,,2019-05-27T14:22:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14840461449,Router Issues,Router Support,479-397-6506,Bruce Banner,,Outbound,1314,2019-05-27T14:22:30Z,,,WorkItem,,863-542-8582,Legal,Spring Campaign
,,50055000007On0sAAC,Product Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,,0014P0000278mPMQAY,,2019-07-14T19:13:41.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,17129943453,Broadband Sales,Auto Agent,593-274-7299,Justin Case,,Inbound,1477,2019-07-14T19:13:41Z,,,Call,,806-575-6665,Business Development,Fall Campaign
,,50055000007On0tAAC,General Inquiry,,Completed,Low,,0054P00000Av1QLQAZ,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,,0014P0000278mJGQAY,,2019-04-05T01:24:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,19814050124,Chimerical Auto Workitem,Cable TV Support,600-686-7587,Clint Barton,,Outbound,2670,2019-04-05T01:24:58Z,,,WorkItem,,984-860-1605,Services,New Product
,,50055000007On0uAAC,Product Inquiry,,Completed,Medium,,0054P00000Av1QGQAZ,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,,0014P0000278mN9QAI,,2019-05-09T01:24:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,17871068609,Router Issues,Router Support,249-709-4016,Luke Cage,,Outbound,1440,2019-05-09T01:24:03Z,,,Call,,843-209-1733,Product Management,Spring Campaign
,,50055000007On0vAAC,Product Inquiry,,Completed,High,,0054P00000Av1QGQAZ,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,,0014P0000278mN9QAI,,2019-02-22T14:26:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,19473609192,Chimerical Auto Outbound,Auto Agent,964-565-7316,Justin Case,,Inbound,1235,2019-02-22T14:26:34Z,,,WorkItem,,546-357-0317,Training,Spring Campaign
,,50055000007On0wAAC,Product Support,,Completed,High,,0054P00000Av1QGQAZ,quam pharetra magna ac consequat metus sapien ut nunc vestibulum,,0014P0000278mQ6QAI,,2019-05-03T02:34:24.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19340695898,Chimerical Auto Outbound,Cable TV Support,290-629-8000,Wade Wilson,,Inbound,2645,2019-05-03T02:34:24Z,,,WorkItem,,579-736-7038,Research and Development,Hot Lead
,,50055000007On0xAAC,Known Issue,,Completed,Low,,0054P00000Av1QuQAJ,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,,0014P0000278mN9QAI,,2019-01-31T10:07:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19227404133,Router Issues,Cable TV Support,325-973-8406,Peter Parker,,Inbound,2124,2019-01-31T10:07:19Z,,,Email,,465-266-9215,Legal,Upgrade
,,50055000007On0yAAC,Product Inquiry,,Completed,Low,,0054P00000Av1QuQAJ,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,,0014P0000278mPMQAY,,2019-07-14T08:45:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,19932590141,Cable TV Issues,Auto Agent,615-627-8552,Justin Case,,Inbound,1969,2019-07-14T08:45:32Z,,,WorkItem,,462-158-1866,Engineering,Hot Lead
,,50055000007On0zAAC,Product Inquiry,,Completed,Medium,,0054P00000Av1QLQAZ,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,,0014P0000278mN9QAI,,2019-06-05T19:09:56.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,13086685569,Broadband Sales,Cable TV Support,648-479-8483,Charles Xavier,,Inbound,2352,2019-06-05T19:09:56Z,,,Email,,992-680-7678,Support,Known Issue
,,50055000007On10AAC,Product Support,,Completed,Low,,0054P00000Av1QaQAJ,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,,0014P0000278mVxQAI,,2019-05-04T00:49:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,13647529886,Chimerical Auto Outbound,Sales,382-346-6430,Wade Wilson,,Outbound,387,2019-05-04T00:49:31Z,,,Email,,807-199-6610,Sales,Upgrade
,,50055000007On11AAC,Product Inquiry,,Completed,High,,0054P00000Av1QfQAJ,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,,0014P0000278mJGQAY,,2019-09-20T07:42:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,12585778450,Chimerical Auto Inbound,Cable TV Support,942-971-6524,Wade Wilson,,Outbound,1777,2019-09-20T07:42:31Z,,,Chat,,105-342-7139,Engineering,Fall Campaign
,,50055000007On12AAC,Product Support,,Completed,High,,0054P00000Av1QzQAJ,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,,0014P0000278mJGQAY,,2019-09-18T09:59:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,12474852630,Cable TV Issues,Cable TV Support,343-212-1728,Wade Wilson,,Outbound,2883,2019-09-18T09:59:28Z,,,Email,,445-774-8372,Business Development,Upgrade
,,50055000007On13AAC,Product Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,,0014P0000278mQ6QAI,,2019-08-28T08:59:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14746553137,Chimerical Auto Workitem,Cable TV Support,466-614-2812,Steve Rogers,,Inbound,943,2019-08-28T08:59:23Z,,,WorkItem,,877-938-7205,Product Management,New Product
,,50055000007On14AAC,Product Problem,,Completed,Low,,0054P00000Av1QLQAZ,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,,0014P0000278mN9QAI,,2019-03-13T13:31:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,18932222227,Chimerical Auto Outbound,Router Support,925-639-2461,Luke Cage,,Inbound,2733,2019-03-13T13:31:23Z,,,WorkItem,,565-116-0081,Product Management,Spring Campaign
,,50055000007On15AAC,Product Inquiry,,Completed,Medium,,0054P00000Av1PrQAJ,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,,0014P0000278mQ6QAI,,2019-01-26T04:32:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,16570105645,Chimerical Auto Workitem,Router Support,459-739-0490,Charles Xavier,,Outbound,711,2019-01-26T04:32:02Z,,,Email,,766-338-3483,Marketing,Hot Lead
,,50055000007On16AAC,Product Inquiry,,Completed,Low,,0054P00000Av1QkQAJ,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,,0014P0000278mQ6QAI,,2019-09-23T21:41:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,18866156670,Broadband Sales,Router Support,803-967-9015,Bruce Banner,,Outbound,921,2019-09-23T21:41:49Z,,,Call,,185-439-2698,Services,Upgrade
,,50055000007On17AAC,Known Issue,,Completed,High,,0054P00000Av1R4QAJ,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,,0014P0000278mN9QAI,,2019-01-03T16:37:33.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,18448432076,Chimerical Auto Inbound,Sales,540-317-9343,Wade Wilson,,Outbound,1771,2019-01-03T16:37:33Z,,,WorkItem,,437-642-3299,Training,Known Issue
,,50055000007On18AAC,Known Issue,,Completed,High,,0054P00000Av1QuQAJ,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,,0014P0000278mN9QAI,,2019-01-30T10:04:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,12430384981,Chimerical Auto Outbound,Router Support,322-876-4736,Bruce Banner,,Inbound,1378,2019-01-30T10:04:17Z,,,Email,,965-313-8990,Training,Spring Campaign
,,50055000007On19AAC,Product Problem,,Completed,High,,0054P00000Av1QfQAJ,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,,0014P0000278mS9QAI,,2019-06-11T23:53:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,18144158028,Chimerical Auto Inbound,Cable TV Support,320-734-1765,Bruce Banner,,Outbound,259,2019-06-11T23:53:08Z,,,Chat,,538-608-6463,Legal,Known Issue
,,50055000007On1AAAS,Known Issue,,Completed,Medium,,0054P00000Av1QaQAJ,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,,0014P0000278mVxQAI,,2019-06-19T04:22:56.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,18141008159,Chimerical Auto Outbound,Router Support,633-808-0063,Justin Case,,Outbound,977,2019-06-19T04:22:56Z,,,Chat,,581-329-8635,Support,Upgrade
,,50055000007On1BAAS,Product Support,,Completed,Low,,0054P00000Av1QfQAJ,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,,0014P0000278mQ6QAI,,2019-10-11T10:49:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,18003002534,Broadband Sales,Cable TV Support,456-900-7496,Wade Wilson,,Inbound,1554,2019-10-11T10:49:09Z,,,WorkItem,,848-170-4254,Accounting,Upgrade
,,50055000007On1CAAS,Known Issue,,Completed,Low,,0054P00000Av1QLQAZ,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,,0014P0000278mPMQAY,,2019-02-03T09:46:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,17325503742,Chimerical Auto Inbound,Auto Agent,182-900-2837,Luke Cage,,Inbound,519,2019-02-03T09:46:39Z,,,WorkItem,,617-187-4007,Human Resources,New Product
,,50055000007On1DAAS,Product Support,,Completed,Low,,0054P00000Av1R4QAJ,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,,0014P0000278mVxQAI,,2019-03-13T15:14:40.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,18064044258,Chimerical Auto Workitem,Auto Agent,410-183-0274,Wade Wilson,,Outbound,1616,2019-03-13T15:14:40Z,,,WorkItem,,460-495-5550,Training,New Product
,,50055000007On1EAAS,Product Support,,Completed,Medium,,0054P00000Av1QaQAJ,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,,0014P0000278mVxQAI,,2019-04-21T12:21:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,13298510253,Chimerical Auto Workitem,Sales,400-827-6790,Justin Case,,Outbound,666,2019-04-21T12:21:12Z,,,Email,,109-606-5612,Support,Hot Lead
,,50055000007On1FAAS,Product Support,,Completed,Low,,0054P00000Av1QLQAZ,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,,0014P0000278mJGQAY,,2019-05-06T02:29:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19762709045,Router Issues,Router Support,766-610-9448,Steve Rogers,,Outbound,463,2019-05-06T02:29:11Z,,,Call,,560-240-1192,Training,Fall Campaign
,,50055000007On1GAAS,General Inquiry,,Completed,Medium,,0054P00000Av1QkQAJ,non pretium quis lectus suspendisse potenti in eleifend quam a odio,,0014P0000278mS9QAI,,2019-07-22T10:15:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14249991645,Router Issues,Router Support,622-312-5328,Charles Xavier,,Outbound,475,2019-07-22T10:15:02Z,,,Chat,,733-393-9723,Product Management,Fall Campaign
,,50055000007On1HAAS,Product Inquiry,,Completed,Low,,0054P00000Av1QGQAZ,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,,0014P0000278mQ6QAI,,2019-05-01T11:57:50.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14935159452,Router Issues,Sales,487-778-2058,Bruce Banner,,Inbound,2775,2019-05-01T11:57:50Z,,,Chat,,604-165-8518,Legal,New Product
,,50055000007On1IAAS,Product Inquiry,,Completed,High,,0054P00000Av1PrQAJ,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,,0014P0000278mN9QAI,,2019-02-14T11:24:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13674464278,Cable TV Issues,Sales,965-855-6500,Justin Case,,Outbound,146,2019-02-14T11:24:49Z,,,Call,,287-550-6494,Human Resources,Known Issue
,,50055000007On1JAAS,General Inquiry,,Completed,Low,,0054P00000Av1QaQAJ,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,,0014P0000278mVxQAI,,2019-08-01T14:54:22.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14003705453,Broadband Sales,Sales,682-683-3255,Wade Wilson,,Outbound,2584,2019-08-01T14:54:22Z,,,Chat,,929-121-3886,Accounting,Upgrade
,,50055000007On1KAAS,Product Problem,,Completed,Medium,,0054P00000Av1R4QAJ,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,,0014P0000278mPMQAY,,2019-02-26T11:46:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,16153393016,Chimerical Auto Outbound,Sales,771-629-8629,Bruce Banner,,Inbound,1178,2019-02-26T11:46:06Z,,,Email,,605-507-0088,Human Resources,New Product
,,50055000007On1LAAS,Product Inquiry,,Completed,Low,,0054P00000Av1QGQAZ,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,,0014P0000278mS9QAI,,2018-12-02T21:41:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,17223545338,Router Issues,Sales,930-922-1573,Peter Parker,,Outbound,2614,2018-12-02T21:41:39Z,,,Call,,800-649-8500,Sales,Upgrade
,,50055000007On1MAAS,Known Issue,,Completed,Medium,,0054P00000Av1R4QAJ,duis aliquam convallis nunc proin at turpis a pede posuere nonummy,,0014P0000278mQ6QAI,,2019-04-13T11:46:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,15766230396,Broadband Sales,Auto Agent,375-617-7562,Charles Xavier,,Inbound,708,2019-04-13T11:46:10Z,,,Call,,373-261-1932,Services,Spring Campaign
,,50055000007On1NAAS,General Inquiry,,Completed,High,,0054P00000Av1QaQAJ,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,,0014P0000278mS9QAI,,2019-02-02T17:55:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14400166140,Broadband Sales,Cable TV Support,635-665-7692,Justin Case,,Inbound,2758,2019-02-02T17:55:02Z,,,WorkItem,,766-558-0706,Human Resources,Spring Campaign
,,50055000007On1OAAS,Product Inquiry,,Completed,Medium,,0054P00000Av1QkQAJ,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,,0014P0000278mJGQAY,,2019-02-13T23:24:37.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,12999072542,Cable TV Issues,Auto Agent,257-753-3728,Bruce Banner,,Inbound,1081,2019-02-13T23:24:37Z,,,WorkItem,,581-282-3037,Marketing,Fall Campaign
,,50055000007On1PAAS,Product Support,,Completed,High,,0054P00000Av1QuQAJ,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,,0014P0000278mJGQAY,,2019-02-26T20:57:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14643930054,Chimerical Auto Inbound,Sales,508-929-1477,Peter Parker,,Inbound,297,2019-02-26T20:57:49Z,,,WorkItem,,794-271-9527,Business Development,Spring Campaign
,,50055000007On1QAAS,Product Problem,,Completed,Low,,0054P00000Av1QfQAJ,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,,0014P0000278mVxQAI,,2019-06-10T14:28:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14024068137,Broadband Sales,Cable TV Support,638-995-6383,Steve Rogers,,Inbound,2806,2019-06-10T14:28:29Z,,,Email,,674-609-9989,Business Development,Fall Campaign
,,50055000007On1RAAS,Product Problem,,Completed,Medium,,0054P00000Av1QkQAJ,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,,0014P0000278mN9QAI,,2018-11-22T23:16:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15505521761,Cable TV Issues,Cable TV Support,386-775-8465,Luke Cage,,Inbound,346,2018-11-22T23:16:19Z,,,WorkItem,,351-490-3826,Research and Development,Spring Campaign
,,50055000007On1SAAS,General Inquiry,,Completed,Medium,,0054P00000Av1QGQAZ,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,,0014P0000278mPMQAY,,2019-01-25T00:10:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14947578425,Broadband Sales,Sales,689-810-2319,Tony Stark,,Outbound,1877,2019-01-25T00:10:38Z,,,WorkItem,,987-605-3777,Sales,Fall Campaign
,,50055000007On1TAAS,Product Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,,0014P0000278mN9QAI,,2019-06-18T02:50:47.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15817574428,Chimerical Auto Outbound,Sales,483-610-6102,Tony Stark,,Outbound,301,2019-06-18T02:50:47Z,,,WorkItem,,919-411-0168,Human Resources,Known Issue
,,50055000007On1UAAS,Product Inquiry,,Completed,Medium,,0054P00000Av1QuQAJ,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,,0014P0000278mPMQAY,,2019-02-11T16:41:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15905480815,Chimerical Auto Inbound,Auto Agent,202-891-6957,Steve Rogers,,Outbound,2831,2019-02-11T16:41:53Z,,,Call,,838-616-1260,Accounting,Spring Campaign
,,50055000007On1VAAS,General Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,,0014P0000278mS9QAI,,2019-03-10T08:06:47.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14022070052,Chimerical Auto Outbound,Router Support,627-817-4187,Charles Xavier,,Inbound,726,2019-03-10T08:06:47Z,,,Call,,896-273-7950,Training,Upgrade
,,50055000007On1WAAS,Product Inquiry,,Completed,High,,0054P00000Av1QGQAZ,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,,0014P0000278mJGQAY,,2019-02-28T13:40:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,12381657547,Router Issues,Sales,845-234-8050,Wade Wilson,,Inbound,495,2019-02-28T13:40:58Z,,,Call,,374-348-8383,Product Management,Known Issue
,,50055000007On1XAAS,Known Issue,,Completed,High,,0054P00000Av1QkQAJ,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,,0014P0000278mN9QAI,,2019-07-23T07:57:44.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,12972198790,Chimerical Auto Inbound,Router Support,925-337-8276,Charles Xavier,,Inbound,2189,2019-07-23T07:57:44Z,,,Email,,944-429-4296,Human Resources,Hot Lead
,,50055000007On1YAAS,Known Issue,,Completed,Low,,0054P00000Av1QfQAJ,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,,0014P0000278mJGQAY,,2019-04-28T03:54:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,14740799266,Chimerical Auto Workitem,Sales,556-432-4682,Clint Barton,,Outbound,2398,2019-04-28T03:54:06Z,,,Email,,578-226-7736,Research and Development,Fall Campaign
,,50055000007On1ZAAS,Product Problem,,Completed,High,,0054P00000Av1QfQAJ,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,,0014P0000278mQ6QAI,,2019-10-18T05:29:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,14363786433,Chimerical Auto Inbound,Cable TV Support,163-813-7753,Luke Cage,,Outbound,1979,2019-10-18T05:29:38Z,,,Email,,532-198-3655,Sales,Spring Campaign
,,50055000007On1aAAC,General Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,,0014P0000278mQ6QAI,,2019-03-13T06:17:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,15225447716,Chimerical Auto Outbound,Router Support,192-623-2387,Luke Cage,,Inbound,2079,2019-03-13T06:17:01Z,,,Email,,832-845-7490,Business Development,New Product
,,50055000007On1bAAC,Product Inquiry,,Completed,Low,,0054P00000Av1R4QAJ,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,,0014P0000278mS9QAI,,2019-05-25T22:30:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,16236410296,Chimerical Auto Workitem,Cable TV Support,698-991-0706,Wade Wilson,,Outbound,58,2019-05-25T22:30:07Z,,,WorkItem,,186-921-2299,Training,New Product
,,50055000007On1cAAC,Product Support,,Completed,Medium,,0054P00000Av1PrQAJ,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,,0014P0000278mPMQAY,,2019-10-15T04:58:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,17173086889,Router Issues,Auto Agent,619-263-7490,Steve Rogers,,Inbound,2557,2019-10-15T04:58:28Z,,,Call,,294-957-4743,Sales,Upgrade
,,50055000007On1dAAC,Product Problem,,Completed,Medium,,0054P00000Av1R4QAJ,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,,0014P0000278mN9QAI,,2019-02-24T23:21:40.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,16197029094,Chimerical Auto Outbound,Router Support,300-452-9272,Luke Cage,,Inbound,555,2019-02-24T23:21:40Z,,,Email,,791-307-9494,Support,Spring Campaign
